Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
103,Dewayne Dedmon\dedmode01,C,27,SAS,76,1330,16.0,.645,.000,.359,11.2,30.6,21.1,4.8,1.4,3.7,16.9,12.3,,2.3,3.0,5.2,.189,,-1.4,2.0,0.6,0.9
104,Sam Dekker\dekkesa01,PF,22,HOU,77,1419,13.1,.549,.436,.159,7.2,14.6,10.9,7.7,1.3,1.2,8.2,14.9,,1.9,1.2,3.1,.104,,0.3,-0.6,-0.2,0.6
105,Malcolm Delaney\delanma01,PG,27,ATL,73,1248,7.5,.456,.284,.240,0.9,9.8,5.4,23.1,1.5,0.1,18.1,18.3,,-1.2,1.3,0.1,.005,,-5.3,-0.3,-5.6,-1.1
106,Matthew Dellavedova\dellama01,PG,26,MIL,76,1986,9.4,.501,.403,.180,1.4,7.1,4.3,25.7,1.4,0.0,18.8,16.3,,0.3,0.9,1.2,.029,,-2.5,-1.8,-4.2,-1.1
107,Luol Deng\denglu01,SF,31,LAL,56,1486,10.1,.470,.389,.149,4.5,17.7,10.8,7.0,1.6,1.1,8.7,14.2,,0.1,0.8,0.9,.029,,-1.4,-0.6,-2.1,0.0
108,DeMar DeRozan\derozde01,SG,27,TOR,74,2620,24.0,.552,.080,.419,3.0,13.6,8.3,20.6,1.5,0.4,9.0,34.3,,6.7,2.4,9.0,.166,,4.1,-1.0,3.0,3.3
109,Cheick Diallo\diallch01,PF,20,NOP,17,199,16.8,.510,.000,.276,12.1,26.7,19.4,3.2,1.0,2.9,7.6,20.5,,0.2,0.3,0.5,.111,,-1.8,-1.9,-3.7,-0.1
110,Boris Diaw\diawbo01,PF,34,UTA,73,1283,9.0,.494,.248,.107,4.3,9.8,7.1,20.3,0.7,0.6,20.3,15.6,,-0.1,1.2,1.1,.041,,-2.3,-0.2,-2.5,-0.1
111,Gorgui Dieng\dienggo01,PF,27,MIN,82,2653,14.2,.555,.065,.253,8.1,20.5,14.2,8.6,1.7,3.1,12.7,14.0,,3.2,2.5,5.7,.103,,-0.8,0.6,-0.1,1.3
112,Spencer Dinwiddie\dinwisp01,PG,23,BRK,59,1334,12.7,.581,.334,.526,2.2,10.7,6.5,20.3,1.6,1.3,15.1,14.1,,1.9,0.9,2.8,.101,,-1.3,0.4,-1.0,0.4
113,Toney Douglas\douglto01,PG,30,MEM,24,394,10.6,.451,.359,.248,3.7,14.3,8.9,22.2,2.4,1.2,13.9,17.4,,0.0,0.5,0.5,.059,,-3.2,1.8,-1.5,0.1
114,Goran Dragić\dragigo01,PG,30,MIA,73,2459,19.8,.575,.257,.335,2.8,9.9,6.3,29.0,1.8,0.4,14.1,27.1,,5.0,2.6,7.5,.147,,2.7,-0.1,2.6,2.9
115,Andre Drummond\drumman01,C,23,DET,81,2409,20.9,.518,.008,.390,15.1,36.2,25.2,6.0,2.6,3.1,12.5,22.4,,1.4,5.3,6.7,.133,,0.1,0.8,1.0,1.8
116,Jared Dudley\dudleja01,PF,31,PHO,64,1362,10.6,.579,.587,.188,2.4,15.9,9.0,12.5,1.5,0.9,16.3,13.8,,1.1,0.7,1.8,.064,,-1.1,0.1,-1.0,0.3
117,Mike Dunleavy\dunlemi02,SF,36,TOT,53,841,10.1,.573,.609,.205,2.4,12.4,7.5,8.6,0.9,0.7,10.5,14.0,,0.8,0.7,1.5,.086,,-1.3,-0.1,-1.4,0.1
117,Mike Dunleavy\dunlemi02,SF,36,CLE,23,366,7.6,.539,.633,.211,1.6,12.3,7.1,7.5,0.8,0.4,12.5,13.7,,0.1,0.2,0.3,.041,,-2.7,-0.4,-3.1,-0.1
117,Mike Dunleavy\dunlemi02,SF,36,ATL,30,475,11.9,.597,.592,.200,3.1,12.5,7.9,9.5,0.9,0.9,9.0,14.3,,0.7,0.5,1.2,.120,,-0.3,0.2,-0.1,0.2
118,Kris Dunn\dunnkr01,PG,22,MIN,78,1333,8.1,.432,.233,.188,2.1,12.6,7.3,19.4,3.0,2.3,20.8,14.2,,-1.2,1.3,0.1,.004,,-4.5,1.8,-2.8,-0.3
119,Kevin Durant\duranke01,PF,28,GSW,62,2070,27.6,.651,.304,.374,2.2,23.6,13.6,23.1,1.5,3.8,10.4,27.8,,8.0,4.0,12.0,.278,,6.7,2.2,8.9,5.7
120,Jarell Eddie\eddieja01,SF,25,PHO,5,62,9.7,.523,.842,.474,1.7,10.8,6.1,0.0,0.8,0.0,4.2,16.2,,0.1,0.0,0.1,.054,,-0.8,-1.7,-2.4,0.0
121,Henry Ellenson\ellenhe01,PF,20,DET,19,146,7.5,.444,.547,.125,5.8,25.6,15.3,7.2,0.3,0.6,17.2,24.7,,-0.4,0.2,-0.2,-0.071,,-4.1,-1.8,-5.9,-0.1
122,Wayne Ellington\ellinwa01,SG,29,MIA,62,1500,12.6,.565,.710,.077,1.3,8.5,4.9,7.1,1.2,0.2,5.0,17.9,,2.1,1.2,3.3,.105,,0.8,-0.9,-0.1,0.7
123,Monta Ellis\ellismo01,SG,31,IND,74,1998,9.9,.514,.242,.230,1.1,10.3,5.7,17.2,2.0,1.2,18.0,16.8,,-0.7,1.7,1.1,.026,,-3.1,0.2,-2.9,-0.5
124,Joel Embiid\embiijo01,C,22,PHI,31,786,24.1,.584,.228,.569,8.5,25.6,17.0,16.0,1.7,7.7,17.9,36.0,,0.5,1.5,1.9,.117,,1.9,2.7,4.5,1.3
125,James Ennis III\ennisja01,SF,26,MEM,64,1501,10.6,.581,.427,.343,5.1,14.9,9.9,6.5,1.6,1.2,13.8,13.0,,1.4,1.7,3.1,.101,,-1.9,0.7,-1.2,0.3
126,Tyler Ennis\ennisty01,PG,22,TOT,53,588,10.9,.521,.337,.120,1.6,6.8,4.2,21.7,2.1,0.3,17.0,19.1,,0.1,0.3,0.4,.031,,-2.4,-0.8,-3.2,-0.2
126,Tyler Ennis\ennisty01,PG,22,HOU,31,196,4.0,.444,.250,.047,2.2,8.4,5.3,24.5,1.5,0.0,26.9,19.3,,-0.4,0.1,-0.2,-0.061,,-6.4,-1.6,-8.0,-0.3
126,Tyler Ennis\ennisty01,PG,22,LAL,22,392,14.3,.553,.375,.153,1.3,6.1,3.6,20.3,2.4,0.4,12.0,19.0,,0.5,0.1,0.6,.077,,-0.5,-0.4,-0.8,0.1
127,Tyreke Evans\evansty01,SF,27,TOT,40,788,15.5,.501,.319,.249,1.8,17.2,9.5,25.9,2.2,1.0,12.9,26.7,,-0.2,0.9,0.7,.045,,-0.1,0.5,0.4,0.5
127,Tyreke Evans\evansty01,SF,27,NOP,26,474,15.8,.491,.308,.256,1.3,17.9,9.6,31.2,2.4,0.7,13.4,27.2,,-0.1,0.7,0.5,.053,,-0.9,0.9,0.0,0.2
127,Tyreke Evans\evansty01,SF,27,SAC,14,314,14.9,.516,.336,.238,2.6,16.0,9.4,17.7,1.9,1.5,12.2,26.0,,0.0,0.3,0.2,.034,,1.0,-0.1,0.9,0.2
128,Dante Exum\exumda01,PG,21,UTA,66,1228,8.5,.521,.410,.201,2.9,9.3,6.2,14.1,0.9,0.8,16.8,18.1,,-0.1,1.3,1.2,.046,,-3.2,-0.1,-3.3,-0.4
129,Kenneth Faried\farieke01,PF,27,DEN,61,1296,20.3,.588,.014,.454,15.8,23.6,19.7,6.3,1.6,2.4,10.6,18.3,,3.3,1.2,4.5,.168,,1.5,-1.2,0.3,0.7
130,Jordan Farmar\farmajo01,PG,30,SAC,2,35,14.4,.500,.750,.000,3.3,6.5,5.0,38.6,2.9,0.0,20.0,19.4,,0.0,0.0,0.0,.063,,2.8,-0.7,2.1,0.0
131,Derrick Favors\favorde01,PF,25,UTA,50,1186,15.8,.512,.024,.261,9.2,20.2,14.9,7.9,2.0,2.7,11.4,20.7,,0.5,2.2,2.7,.109,,-1.2,1.2,-0.1,0.6
132,Kay Felder\feldeka01,PG,21,CLE,42,386,11.4,.462,.139,.310,0.9,10.5,5.9,22.7,2.3,1.5,14.3,24.2,,-0.3,0.4,0.1,.008,,-3.1,0.7,-2.4,0.0
133,Cristiano Felício\feliccr01,C,24,CHI,66,1040,15.3,.603,.000,.421,12.8,19.5,16.1,5.7,1.2,1.3,11.2,12.4,,2.1,1.3,3.4,.158,,-0.6,-0.1,-0.7,0.3
134,Raymond Felton\feltora01,PG,32,LAC,80,1700,10.9,.496,.280,.125,2.2,11.9,7.2,16.3,1.9,1.1,13.3,16.5,,0.2,1.8,1.9,.055,,-2.0,0.7,-1.3,0.3
135,Yogi Ferrell\ferreyo01,PG,23,TOT,46,1197,13.1,.533,.447,.226,1.8,9.2,5.3,23.2,1.8,0.7,13.9,19.6,,0.8,1.0,1.8,.072,,-0.9,-0.3,-1.1,0.3
135,Yogi Ferrell\ferreyo01,PG,23,BRK,10,151,6.5,.482,.551,.327,2.8,5.5,4.2,16.9,0.6,1.0,20.0,19.9,,-0.2,0.0,-0.2,-0.050,,-4.1,-3.3,-7.5,-0.2
135,Yogi Ferrell\ferreyo01,PG,23,DAL,36,1046,14.1,.541,.432,.212,1.7,9.7,5.5,24.1,2.0,0.6,12.9,19.5,,1.0,0.9,2.0,.090,,-0.4,0.2,-0.2,0.5
136,Dorian Finney-Smith\finnedo01,PF,23,DAL,81,1642,7.7,.486,.574,.183,3.7,12.4,7.9,6.0,1.6,1.4,11.1,11.6,,-0.1,1.5,1.4,.041,,-3.3,0.6,-2.6,-0.3
137,Bryn Forbes\forbebr01,SG,23,SAS,36,285,5.9,.462,.535,.061,0.8,8.2,4.6,11.7,0.2,0.0,9.8,17.9,,-0.2,0.2,0.1,.014,,-3.9,-1.5,-5.4,-0.2
138,Evan Fournier\fournev01,SG,24,ORL,68,2234,13.9,.555,.387,.298,2.1,8.3,5.1,14.8,1.5,0.1,11.8,23.5,,1.7,1.1,2.8,.059,,-0.2,-1.1,-1.3,0.4
139,Randy Foye\foyera01,SG,33,BRK,69,1284,7.3,.506,.625,.194,0.8,11.9,6.4,15.2,1.3,0.5,18.5,14.4,,-0.6,0.7,0.2,.006,,-3.7,-0.7,-4.4,-0.8
140,Tim Frazier\fraziti01,PG,26,NOP,65,1525,12.4,.504,.317,.319,2.3,9.7,6.0,31.4,1.8,0.3,18.0,16.3,,1.0,1.4,2.4,.075,,-2.5,-0.2,-2.7,-0.3
141,Enes Freedom\kanteen01,C,24,OKC,72,1533,23.7,.599,.052,.387,14.1,20.8,17.4,7.9,1.0,2.0,12.5,27.3,,4.0,1.8,5.8,.183,,3.0,-1.3,1.7,1.4
142,Channing Frye\fryech01,C,33,CLE,74,1398,15.6,.612,.644,.142,3.0,19.3,11.4,4.9,1.2,2.1,8.8,19.3,,2.3,1.4,3.7,.125,,1.4,-0.4,1.0,1.1
143,Danilo Gallinari\gallida01,SF,28,DEN,63,2134,17.4,.622,.432,.516,2.0,14.7,8.4,9.1,0.9,0.5,8.2,20.0,,6.2,0.7,6.8,.154,,2.8,-1.4,1.4,1.9
144,Langston Galloway\gallola01,PG,25,TOT,74,1495,10.4,.510,.565,.117,2.0,9.3,5.6,9.4,1.5,0.3,7.4,18.4,,0.2,1.1,1.3,.040,,-1.5,-0.7,-2.3,-0.1
144,Langston Galloway\gallola01,PG,25,NOP,55,1120,11.2,.508,.608,.118,1.9,9.6,5.7,8.8,1.7,0.4,5.7,19.5,,0.2,1.0,1.2,.052,,-1.2,-0.2,-1.5,0.1
144,Langston Galloway\gallola01,PG,25,SAC,19,375,8.0,.522,.385,.115,2.2,8.5,5.4,11.2,0.8,0.2,14.1,15.4,,0.0,0.1,0.1,.007,,-2.6,-2.1,-4.7,-0.3
145,Patricio Garino\garinpa01,SG,23,ORL,5,43,-9.2,.000,.714,.000,2.5,15.6,8.9,0.0,0.0,0.0,30.0,10.2,,-0.2,0.0,-0.2,-0.250,,-13.3,-4.6,-17.9,-0.2
146,Marc Gasol\gasolma01,C,32,MEM,74,2531,20.3,.554,.231,.286,2.6,18.8,10.5,24.8,1.4,3.7,11.3,26.4,,4.2,3.5,7.7,.145,,3.8,1.4,5.2,4.6
147,Pau Gasol\gasolpa01,C,36,SAS,64,1627,20.2,.578,.172,.305,7.6,26.8,17.4,14.7,0.8,3.5,10.6,21.3,,3.3,3.1,6.4,.190,,2.6,1.5,4.0,2.5
148,Rudy Gay\gayru01,SF,30,SAC,30,1013,17.9,.559,.256,.312,4.0,17.5,10.8,14.1,2.2,2.3,12.8,25.8,,0.8,1.0,1.8,.087,,1.4,0.5,1.9,1.0
149,Michael Gbinije\gbinimi01,SG,24,DET,9,32,-2.1,.184,.400,.200,6.6,3.5,5.1,7.9,0.0,0.0,0.0,15.0,,-0.1,0.0,-0.1,-0.136,,-9.2,-2.9,-12.1,-0.1
150,Alonzo Gee\geeal01,SF,29,DEN,13,89,3.1,.306,.214,.643,5.0,13.5,9.3,8.2,2.7,0.9,18.2,10.5,,-0.1,0.1,-0.1,-0.032,,-7.5,0.7,-6.7,-0.1
151,Paul George\georgpa01,SF,26,IND,75,2689,20.2,.587,.368,.277,2.5,17.9,10.3,16.1,2.2,0.9,12.7,28.9,,3.9,3.1,7.1,.126,,3.0,0.1,3.1,3.4
152,Marcus Georges-Hunt\georgma01,SG,22,ORL,5,48,10.2,.614,.286,1.429,2.2,18.7,10.2,8.3,1.0,0.0,14.9,12.3,,0.1,0.0,0.1,.107,,-4.0,-0.5,-4.5,0.0
153,Jonathan Gibson\gibsojo01,PG,29,DAL,17,231,9.5,.492,.474,.305,0.5,11.1,5.5,18.8,1.8,0.0,16.3,26.3,,-0.3,0.2,-0.1,-0.030,,-3.1,-0.7,-3.7,-0.1
154,Taj Gibson\gibsota01,PF,31,TOT,78,1989,15.0,.543,.018,.223,8.6,17.9,13.2,5.9,1.0,2.6,11.9,19.3,,1.6,2.5,4.0,.097,,-1.1,-0.4,-1.5,0.2
154,Taj Gibson\gibsota01,PF,31,CHI,55,1502,15.4,.549,.023,.225,8.5,19.0,13.7,6.5,0.9,2.6,11.7,19.2,,1.4,1.9,3.3,.104,,-1.0,-0.2,-1.2,0.3
154,Taj Gibson\gibsota01,PF,31,OKC,23,487,13.8,.528,.006,.218,8.6,14.8,11.7,4.2,1.4,2.5,12.5,19.5,,0.2,0.6,0.8,.076,,-1.7,-0.9,-2.5,-0.1
155,Manu Ginóbili*\ginobma01,SG,39,SAS,69,1291,13.9,.532,.517,.244,2.5,11.1,6.9,20.8,3.2,1.0,16.5,20.4,,0.6,2.4,3.0,.110,,-0.7,2.1,1.4,1.1
156,Rudy Gobert\goberru01,C,24,UTA,81,2744,23.3,.681,.002,.762,13.6,29.5,21.8,5.7,0.9,6.4,15.0,16.7,,8.3,6.0,14.3,.250,,2.2,2.2,4.4,4.4
157,Archie Goodwin\goodwar01,SG,22,TOT,15,214,18.7,.651,.227,.636,3.5,10.3,6.9,18.5,0.9,1.8,14.2,19.8,,0.6,0.1,0.7,.153,,2.2,-0.3,1.9,0.2
157,Archie Goodwin\goodwar01,SG,22,NOP,3,30,19.7,.798,.400,2.000,0.0,0.0,0.0,4.5,0.0,2.7,0.0,13.9,,0.2,0.0,0.2,.291,,3.0,0.3,3.3,0.0
157,Archie Goodwin\goodwar01,SG,22,BRK,12,184,18.6,.633,.213,.525,4.1,11.9,8.1,20.8,1.0,1.6,15.7,20.7,,0.4,0.1,0.5,.131,,2.0,-0.4,1.6,0.2
158,Aaron Gordon\gordoaa01,SF,21,ORL,80,2298,14.5,.530,.309,.251,5.3,14.1,9.6,10.5,1.4,1.4,8.5,20.1,,2.0,1.7,3.7,.077,,-0.3,-0.7,-1.0,0.6
159,Eric Gordon\gordoer01,SG,28,HOU,75,2323,13.2,.557,.651,.172,1.4,8.1,4.7,12.3,1.0,1.4,10.0,22.1,,2.5,1.4,3.8,.079,,1.3,-1.4,-0.1,1.1
160,Marcin Gortat\gortama01,C,32,WAS,82,2556,15.4,.593,.003,.236,10.6,26.8,18.7,6.8,0.8,2.0,13.8,14.7,,3.9,2.9,6.8,.127,,-0.3,-0.5,-0.8,0.8
161,Treveon Graham\grahatr01,SG,23,CHO,27,189,10.6,.612,.375,.375,2.9,10.0,6.4,4.7,1.6,0.5,6.0,11.8,,0.3,0.2,0.4,.108,,-1.8,0.8,-1.0,0.1
162,Jerami Grant\grantje01,PF,22,TOT,80,1531,10.1,.556,.354,.448,2.7,12.1,7.4,4.2,1.1,4.1,10.1,12.1,,1.1,1.8,2.9,.091,,-2.1,0.8,-1.3,0.3
162,Jerami Grant\grantje01,PF,22,PHI,2,41,3.0,.390,.118,.471,0.0,16.2,8.1,0.0,0.0,7.7,12.8,24.9,,-0.2,0.0,-0.1,-0.144,,-8.0,-0.3,-8.3,-0.1
162,Jerami Grant\grantje01,PF,22,OKC,78,1490,10.3,.566,.367,.447,2.8,12.0,7.4,4.3,1.1,4.0,9.9,11.8,,1.3,1.7,3.0,.098,,-1.9,0.9,-1.1,0.4
163,Jerian Grant\grantje02,PG,24,CHI,63,1028,13.2,.555,.445,.243,1.8,9.9,5.8,17.4,2.3,0.6,11.7,16.0,,1.4,1.2,2.5,.119,,-1.3,1.4,0.1,0.6
164,Danny Green\greenda02,SG,29,SAS,68,1807,10.1,.537,.693,.071,2.0,11.8,7.0,9.6,2.0,2.6,14.1,13.5,,0.4,3.0,3.4,.090,,-1.0,1.9,0.8,1.3
165,Draymond Green\greendr01,PF,26,GSW,76,2471,16.5,.522,.405,.328,4.7,20.9,13.3,27.6,3.0,3.4,19.8,16.2,,2.8,5.4,8.2,.160,,1.0,3.9,4.9,4.3
166,Gerald Green\greenge01,SF,31,BOS,47,538,11.9,.524,.478,.177,3.3,13.9,8.7,9.8,0.8,1.1,9.1,22.7,,0.1,0.4,0.6,.050,,-1.0,-2.0,-3.0,-0.1
167,JaMychal Green\greenja01,PF,26,MEM,77,2101,13.5,.601,.290,.334,8.8,21.1,14.8,6.3,1.2,1.5,14.1,14.4,,3.2,2.6,5.8,.132,,-0.9,0.2,-0.8,0.6
168,Jeff Green\greenje02,PF,30,ORL,69,1534,10.5,.505,.346,.301,2.7,12.8,7.6,8.1,1.2,0.7,10.6,20.3,,-0.2,0.9,0.7,.022,,-2.4,-1.2,-3.6,-0.6
169,Blake Griffin\griffbl01,PF,27,LAC,61,2076,22.6,.569,.116,.434,6.2,20.2,13.4,24.5,1.4,0.9,10.9,28.0,,5.4,2.4,7.7,.179,,4.2,0.5,4.7,3.5
170,Justin Hamilton\hamilju01,C,26,BRK,64,1177,13.6,.550,.475,.137,6.5,17.0,11.8,7.3,1.2,2.8,9.7,16.2,,1.0,1.0,2.1,.084,,-0.5,-0.3,-0.8,0.4
171,A.J. Hammons\hammoaj01,C,24,DAL,22,163,8.4,.472,.238,.476,5.4,21.0,12.8,3.8,0.3,7.2,16.4,17.6,,-0.2,0.2,0.0,-0.001,,-6.6,0.0,-6.6,-0.2
172,Tim Hardaway Jr.\hardati02,SG,24,ATL,79,2154,15.2,.568,.457,.235,1.8,9.5,5.7,14.3,1.3,0.6,9.5,22.5,,2.7,2.1,4.8,.107,,1.0,-0.4,0.5,1.4
173,James Harden\hardeja01,PG,27,HOU,81,2947,27.4,.613,.493,.575,3.5,20.9,12.2,50.7,2.0,1.0,19.5,34.2,,11.5,3.6,15.0,.245,,7.5,1.2,8.7,8.0
174,Maurice Harkless\harklma01,SF,23,POR,77,2223,13.1,.570,.311,.199,6.2,10.8,8.5,5.9,1.9,2.5,11.2,15.2,,2.3,1.9,4.2,.091,,-0.8,0.1,-0.6,0.8
175,Justin Harper\harpeju01,PF,27,PHI,3,31,4.9,.500,.583,.000,7.1,10.7,8.9,10.5,0.0,0.0,25.0,22.4,,-0.1,0.0,-0.1,-0.103,,-5.1,-5.2,-10.3,-0.1
176,Montrezl Harrell\harremo01,C,23,HOU,58,1064,19.2,.662,.020,.351,8.3,14.2,11.2,9.6,0.9,3.2,9.9,17.6,,3.1,1.0,4.1,.183,,0.9,0.1,1.0,0.8
177,Devin Harris\harride01,PG,33,DAL,65,1087,13.8,.549,.519,.378,1.1,13.0,6.8,20.0,2.1,0.6,12.5,19.7,,1.1,1.1,2.2,.096,,-1.0,0.7,-0.4,0.4
178,Gary Harris\harriga01,SG,22,DEN,57,1782,16.5,.611,.400,.210,3.0,8.0,5.5,13.6,1.9,0.3,9.8,18.4,,3.9,0.7,4.6,.124,,1.5,-0.9,0.7,1.2
179,Joe Harris\harrijo01,SG,25,BRK,52,1138,9.0,.558,.610,.135,1.5,12.0,6.8,7.3,1.2,0.5,12.5,16.5,,0.1,0.6,0.8,.032,,-2.6,-0.9,-3.5,-0.4
180,Manny Harris\harrima01,SG,27,DAL,4,25,-2.2,.239,.133,.267,13.3,29.3,20.9,12.7,0.0,0.0,10.7,35.4,,-0.2,0.0,-0.2,-0.364,,-8.8,-6.0,-14.8,-0.1
181,Tobias Harris\harrito02,PF,24,DET,82,2567,16.9,.568,.295,.213,2.6,15.6,8.8,8.8,1.2,1.3,7.6,21.7,,4.0,2.8,6.8,.128,,1.3,0.3,1.6,2.3
182,Aaron Harrison\harriaa01,SG,22,CHO,5,17,-2.2,.102,.500,.500,0.0,19.5,9.7,22.6,0.0,0.0,0.0,12.9,,-0.1,0.0,-0.1,-0.146,,-10.1,-1.7,-11.8,0.0
183,Andrew Harrison\harrian01,PG,22,MEM,72,1474,8.7,.477,.433,.539,1.7,9.0,5.3,20.0,1.9,1.4,16.0,16.4,,0.0,1.5,1.6,.051,,-4.0,0.6,-3.4,-0.5
184,Udonis Haslem\hasleud01,C,36,MIA,16,130,8.8,.524,.130,.652,6.7,24.1,15.3,6.4,2.3,0.6,21.3,12.8,,0.0,0.2,0.2,.074,,-6.1,0.9,-5.3,-0.1
185,Spencer Hawes\hawessp01,PF,28,TOT,54,797,15.6,.562,.292,.188,5.3,21.5,13.4,16.5,0.9,3.3,14.0,19.8,,0.7,1.0,1.7,.102,,-0.3,0.8,0.5,0.5
185,Spencer Hawes\hawessp01,PF,28,CHO,35,626,14.8,.545,.252,.156,5.6,20.1,12.8,16.1,1.0,3.6,14.7,19.6,,0.3,0.8,1.1,.086,,-1.1,0.9,-0.1,0.3
185,Spencer Hawes\hawessp01,PF,28,MIL,19,171,18.6,.620,.441,.305,4.1,26.3,15.3,17.7,0.6,2.1,11.9,20.3,,0.4,0.2,0.6,.160,,2.3,0.5,2.8,0.2
186,Gordon Hayward\haywago01,SF,26,UTA,73,2516,22.2,.595,.324,.371,2.3,15.4,9.0,18.2,1.5,0.6,9.4,27.6,,7.1,3.3,10.4,.199,,4.6,0.5,5.0,4.5
187,Gerald Henderson\hendege02,SG,29,PHI,72,1667,10.8,.529,.313,.298,2.2,10.0,6.1,10.5,1.2,0.7,9.0,17.9,,1.0,1.0,2.0,.059,,-2.2,-0.9,-3.1,-0.5
188,John Henson\hensojo01,C,26,MIL,58,1123,15.3,.550,.003,.346,9.6,20.8,15.3,7.7,1.3,6.1,12.7,16.6,,1.2,1.6,2.7,.116,,-2.3,0.7,-1.6,0.1
189,Juancho Hernangómez\hernaju01,PF,21,DEN,62,842,13.4,.592,.504,.339,5.7,18.7,12.3,4.7,1.7,1.1,10.7,14.6,,1.2,0.6,1.8,.104,,0.1,-0.2,-0.1,0.4
190,Willy Hernangómez\hernawi01,C,22,NYK,72,1324,19.0,.564,.032,.269,13.8,27.1,20.4,11.5,1.5,2.2,16.1,20.3,,1.8,1.6,3.4,.123,,0.3,-0.5,-0.3,0.6
191,Mario Hezonja\hezonma01,SF,21,ORL,65,960,7.2,.450,.436,.152,2.2,14.7,8.3,9.6,1.5,1.3,14.1,18.8,,-1.4,0.8,-0.7,-0.033,,-4.1,-0.9,-5.0,-0.7
192,Roy Hibbert\hibbero01,C,30,TOT,48,682,13.5,.614,.000,.510,8.7,15.9,12.3,4.6,0.6,5.9,15.1,14.0,,1.0,0.8,1.8,.129,,-3.2,0.9,-2.3,0.0
192,Roy Hibbert\hibbero01,C,30,CHO,42,671,13.5,.613,.000,.521,8.6,16.0,12.3,4.5,0.6,5.8,14.9,14.0,,1.0,0.8,1.8,.129,,-3.2,0.8,-2.4,-0.1
192,Roy Hibbert\hibbero01,C,30,DEN,6,11,16.3,.667,.000,.000,10.1,10.0,10.0,13.5,0.0,14.1,25.0,15.5,,0.0,0.0,0.0,.119,,-4.6,4.1,-0.5,0.0
193,Buddy Hield\hieldbu01,SG,24,TOT,82,1888,11.8,.541,.494,.099,2.0,13.5,7.8,10.3,1.0,0.4,11.2,21.3,,0.0,1.3,1.3,.032,,-0.6,-1.4,-2.0,0.0
193,Buddy Hield\hieldbu01,SG,24,NOP,57,1161,9.9,.503,.512,.070,1.7,13.4,7.5,10.3,0.8,0.5,9.0,20.4,,-0.4,0.9,0.5,.020,,-1.7,-1.1,-2.8,-0.2
193,Buddy Hield\hieldbu01,SG,24,SAC,25,727,14.9,.600,.466,.145,2.6,13.7,8.2,10.3,1.4,0.3,14.4,22.9,,0.4,0.4,0.8,.053,,1.1,-1.9,-0.8,0.2
194,Nenê\hilarne01,C,34,HOU,67,1198,18.9,.630,.023,.496,8.6,17.0,12.8,8.6,2.2,2.6,13.1,19.7,,2.5,1.6,4.1,.165,,0.0,0.8,0.8,0.8
195,George Hill\hillge01,PG,30,UTA,49,1544,19.3,.599,.384,.323,1.8,10.5,6.2,22.8,1.7,0.6,10.9,23.5,,4.0,1.9,5.9,.182,,3.0,0.8,3.8,2.3
196,Jordan Hill\hilljo01,C,29,MIN,7,47,5.5,.432,.000,.154,19.6,15.1,17.4,0.0,1.1,0.0,22.4,16.8,,-0.1,0.0,0.0,-0.033,,-7.1,-5.2,-12.3,-0.1
197,Solomon Hill\hillso01,SF,25,NOP,80,2374,8.0,.527,.565,.268,2.3,11.4,6.8,8.1,1.5,1.1,13.3,11.5,,0.4,2.3,2.7,.055,,-3.5,0.8,-2.7,-0.4
198,Darrun Hilliard\hillida01,SG,23,DET,39,381,5.9,.459,.365,.222,0.6,9.2,4.7,12.3,1.5,0.4,16.8,19.3,,-0.6,0.4,-0.2,-0.027,,-5.8,-0.2,-6.0,-0.4
199,Jrue Holiday\holidjr01,PG,26,NOP,67,2190,17.1,.532,.315,.188,2.2,10.6,6.4,35.9,2.2,1.6,16.7,23.5,,1.3,2.6,3.8,.084,,1.0,0.2,1.3,1.8
200,Justin Holiday\holidju01,SG,27,NYK,82,1639,12.7,.549,.507,.149,1.8,13.1,7.4,9.2,2.0,1.5,10.3,16.9,,1.3,1.2,2.5,.073,,-0.5,0.2,-0.3,0.7
201,Rondae Hollis-Jefferson\holliro01,SF,22,BRK,78,1761,13.7,.517,.124,.467,5.8,21.1,13.6,13.4,2.2,1.9,15.1,18.7,,0.4,2.2,2.6,.070,,-2.2,0.9,-1.3,0.3
202,Richaun Holmes\holmeri01,C,23,PHI,57,1193,18.6,.611,.187,.250,8.7,20.1,14.4,8.3,1.7,3.7,10.7,18.6,,2.2,1.6,3.8,.151,,0.5,0.5,1.0,0.9
203,Rodney Hood\hoodro01,SG,24,UTA,59,1593,12.4,.522,.461,.173,1.2,13.1,7.3,10.1,1.3,0.6,8.3,22.9,,0.7,1.9,2.6,.078,,-0.6,-0.3,-0.9,0.4
204,Al Horford\horfoal01,C,30,BOS,68,2193,17.7,.553,.302,.169,4.9,18.6,11.8,24.4,1.2,3.2,11.8,19.7,,3.6,2.7,6.3,.138,,2.3,1.1,3.4,3.0
205,Danuel House Jr.\houseda01,SG,23,WAS,1,1,12.2,,,,0.0,100.0,56.4,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.163,,-8.9,9.8,0.9,0.0
