Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
94,Javaris Crittenton\crittja01,PG-SG,21,TOT,63,1174,10.4,.487,.053,.323,5.6,11.2,8.3,19.8,1.8,0.4,20.1,15.8,,-0.3,0.3,0.0,.000,,-2.8,-1.4,-4.3,-0.7
94,Javaris Crittenton\crittja01,SG,21,MEM,7,44,13.2,.479,.067,.733,11.0,5.7,8.4,20.1,1.2,0.0,13.1,24.3,,0.0,0.0,0.0,.025,,-1.9,-3.6,-5.5,0.0
94,Javaris Crittenton\crittja01,PG,21,WAS,56,1130,10.3,.488,.052,.300,5.4,11.4,8.3,19.7,1.8,0.4,20.5,15.5,,-0.3,0.3,0.0,.000,,-2.9,-1.3,-4.2,-0.6
95,Austin Croshere\croshau01,PF,33,TOT,14,100,14.2,.452,.385,.308,12.7,28.1,20.1,14.4,0.5,0.8,11.9,23.0,,0.0,0.1,0.1,.052,,0.9,-1.1,-0.2,0.0
95,Austin Croshere\croshau01,PF,33,MIL,11,77,17.2,.517,.367,.367,10.3,27.3,18.4,12.9,0.7,1.1,10.3,22.6,,0.1,0.1,0.2,.117,,2.9,-0.8,2.0,0.1
95,Austin Croshere\croshau01,PF,33,SAS,3,23,4.3,.212,.444,.111,21.0,30.7,25.9,19.3,0.0,0.0,17.5,24.1,,-0.1,0.0,-0.1,-0.166,,-5.6,-2.2,-7.7,0.0
96,Eddy Curry\curryed01,C,26,NYK,3,12,2.8,.753,.000,1.500,0.0,37.7,18.2,0.0,0.0,0.0,37.6,19.3,,0.0,0.0,0.0,-0.064,,-13.2,0.8,-12.4,0.0
97,Samuel Dalembert\dalemsa01,C,27,PHI,82,2036,13.2,.535,.005,.286,12.5,28.9,20.6,1.4,0.9,5.8,19.3,13.6,,0.5,3.5,4.0,.095,,-2.9,0.8,-2.1,0.0
98,Erick Dampier\dampier01,C,33,DAL,80,1836,15.7,.664,.000,.504,13.6,21.6,17.7,6.1,0.7,3.8,17.8,10.4,,3.9,2.3,6.1,.161,,0.0,0.6,0.6,1.2
99,Antonio Daniels\daniean01,PG,33,TOT,74,1021,12.1,.536,.254,.424,0.6,8.5,4.5,26.9,1.4,0.1,18.1,15.9,,0.9,0.6,1.5,.068,,-1.3,-1.4,-2.6,-0.2
99,Antonio Daniels\daniean01,PG,33,WAS,13,288,10.8,.554,.244,.733,0.0,9.2,4.5,23.4,1.3,0.0,17.9,11.5,,0.3,0.0,0.3,.053,,-2.0,-1.4,-3.4,-0.1
99,Antonio Daniels\daniean01,PG,33,NOH,61,733,12.6,.531,.257,.351,0.8,8.2,4.5,28.3,1.4,0.1,18.2,17.7,,0.6,0.6,1.1,.074,,-1.0,-1.3,-2.3,-0.1
100,Marquis Daniels\daniema01,SF,28,IND,54,1700,12.8,.491,.131,.187,5.1,11.0,8.0,10.7,1.8,1.1,11.2,21.5,,-0.1,1.4,1.3,.037,,-1.6,-0.3,-1.9,0.0
101,Jermareo Davidson\davidje01,SF,24,GSW,14,111,12.3,.494,.000,.486,9.8,23.5,16.7,1.4,0.9,1.9,10.5,18.3,,0.0,0.1,0.1,.036,,-3.0,-2.2,-5.2,-0.1
102,Baron Davis\davisba01,PG,29,LAC,65,2248,14.5,.460,.342,.219,2.3,10.2,6.1,38.1,2.5,1.2,15.5,25.2,,-0.9,1.5,0.6,.013,,0.0,-0.8,-0.8,0.7
103,Glen Davis\davisgl01,C,23,BOS,76,1637,10.7,.502,.011,.396,9.4,12.8,11.2,6.5,1.7,0.9,11.8,17.1,,1.0,2.7,3.7,.108,,-2.9,0.7,-2.2,0.0
104,Paul Davis\davispa01,PF,24,LAC,27,320,10.7,.474,.010,.347,9.8,14.5,12.1,6.1,1.6,0.7,10.3,17.9,,0.1,0.2,0.2,.037,,-3.7,-0.7,-4.4,-0.2
105,Ricky Davis\davisri01,SG,29,LAC,36,785,7.1,.445,.453,.147,1.3,7.7,4.4,16.4,1.3,0.5,13.0,17.4,,-0.6,0.2,-0.4,-0.027,,-4.3,-2.0,-6.3,-0.9
106,Luol Deng\denglu01,SF,23,CHI,49,1665,14.7,.511,.034,.323,5.5,14.7,10.1,9.0,1.9,1.1,9.6,20.0,,1.3,1.6,3.0,.085,,-0.3,-0.1,-0.4,0.7
107,Boris Diaw\diawbo01,PF,26,TOT,81,2754,14.4,.565,.205,.166,5.3,13.8,9.6,21.2,1.2,1.6,18.5,19.7,,1.9,2.8,4.7,.082,,0.8,0.3,1.2,2.2
107,Boris Diaw\diawbo01,PF,26,PHO,22,538,12.5,.600,.099,.184,5.4,12.5,9.1,12.1,1.0,1.2,19.5,15.5,,0.5,0.2,0.7,.062,,0.2,-0.4,-0.1,0.3
107,Boris Diaw\diawbo01,PF,26,CHA,59,2216,14.9,.558,.225,.163,5.3,14.1,9.7,23.4,1.2,1.6,18.3,20.8,,1.4,2.6,4.0,.086,,1.0,0.5,1.5,1.9
108,Yakhouba Diawara\diawaya01,SF,26,MIA,63,851,6.4,.473,.751,.088,3.6,7.9,5.8,4.7,0.8,0.6,6.6,13.3,,0.1,0.4,0.5,.029,,-2.8,-1.5,-4.2,-0.5
109,Travis Diener\dienetr01,PG,26,IND,55,719,13.7,.555,.659,.084,0.9,12.4,6.6,23.9,1.8,0.5,10.2,12.5,,1.3,0.6,1.9,.125,,0.5,0.4,0.9,0.5
110,Ike Diogu\dioguik01,PF,25,TOT,29,215,20.3,.611,.027,.716,14.4,16.6,15.5,2.7,0.7,1.1,11.0,23.2,,0.6,0.1,0.7,.158,,1.6,-2.6,-1.1,0.1
110,Ike Diogu\dioguik01,PF,25,POR,19,73,11.4,.486,.000,1.053,20.1,8.6,14.4,0.0,0.8,2.2,17.8,21.8,,0.0,0.1,0.1,.057,,-4.1,-3.3,-7.3,-0.1
110,Ike Diogu\dioguik01,PF,25,SAC,10,142,24.9,.662,.036,.600,11.4,20.7,16.0,4.1,0.7,0.5,7.9,23.8,,0.6,0.0,0.6,.210,,4.5,-2.3,2.1,0.1
111,DeSagana Diop\diopde01,C,27,TOT,75,1036,9.7,.425,.000,.386,13.3,18.2,15.8,4.6,1.5,4.3,16.3,10.8,,-0.2,1.6,1.4,.065,,-3.6,0.8,-2.8,-0.2
111,DeSagana Diop\diopde01,C,27,DAL,34,452,8.9,.396,.000,.500,11.5,18.4,15.0,3.9,1.4,4.1,13.5,8.3,,0.1,0.6,0.7,.070,,-3.5,0.9,-2.6,-0.1
111,DeSagana Diop\diopde01,C,27,CHA,41,584,10.3,.441,.000,.327,14.7,18.1,16.4,5.2,1.6,4.4,17.8,12.7,,-0.2,1.0,0.7,.060,,-3.8,0.8,-3.0,-0.2
112,Juan Dixon\dixonju01,PG,30,WAS,50,816,9.3,.478,.293,.152,1.1,8.7,4.8,22.7,2.3,0.6,20.4,19.1,,-0.8,0.2,-0.5,-0.031,,-3.2,-1.2,-4.4,-0.5
113,Keyon Dooling\doolike01,PG,28,NJN,77,2074,13.6,.562,.393,.258,1.4,7.6,4.5,21.3,1.8,0.3,13.6,17.4,,2.8,0.9,3.7,.085,,0.2,-0.7,-0.5,0.7
114,Joey Dorsey\dorsejo01,PF,25,HOU,3,6,16.1,.500,.000,.000,0.0,18.7,9.7,28.7,0.0,0.0,0.0,15.5,,0.0,0.0,0.0,.156,,0.1,0.2,0.3,0.0
115,Quincy Douby\doubyqu01,PG,24,TOT,27,300,10.2,.486,.418,.173,2.3,10.2,6.2,13.6,0.9,1.2,9.9,19.8,,0.0,0.0,0.0,.008,,-1.4,-2.2,-3.5,-0.1
115,Quincy Douby\doubyqu01,PG,24,SAC,20,227,8.0,.444,.420,.170,1.5,11.4,6.4,9.3,0.4,1.6,6.0,19.9,,-0.1,0.0,-0.1,-0.024,,-2.2,-2.3,-4.5,-0.1
115,Quincy Douby\doubyqu01,PG,24,TOR,7,73,17.0,.652,.409,.182,4.9,6.4,5.6,27.1,2.1,0.0,22.8,19.4,,0.1,0.0,0.2,.106,,1.1,-1.7,-0.6,0.0
116,Chris Douglas-Roberts\douglch01,SG,22,NJN,44,585,12.2,.531,.068,.352,2.8,7.4,5.1,14.8,1.1,1.0,13.2,18.7,,0.4,0.2,0.6,.046,,-1.3,-1.2,-2.5,-0.1
117,Goran Dragić\dragigo01,PG,22,PHO,55,728,9.8,.487,.241,.290,5.5,10.8,8.3,20.8,2.0,0.3,22.4,19.7,,-0.3,0.4,0.1,.005,,-3.0,-1.2,-4.3,-0.4
118,Jared Dudley\dudleja01,SF,23,TOT,68,1155,13.5,.562,.260,.368,8.7,12.3,10.5,7.1,2.5,0.5,11.5,14.6,,1.6,1.1,2.7,.114,,-0.1,0.3,0.2,0.7
118,Jared Dudley\dudleja01,SF,23,CHA,20,427,10.6,.507,.083,.250,7.3,9.8,8.6,7.3,2.3,0.4,8.6,12.9,,0.3,0.5,0.8,.094,,-1.8,1.4,-0.4,0.2
118,Jared Dudley\dudleja01,SF,23,PHO,48,728,15.2,.588,.349,.429,9.5,13.7,11.7,7.0,2.7,0.6,12.8,15.6,,1.3,0.6,1.9,.126,,0.9,-0.3,0.6,0.5
119,Chris Duhon\duhonch01,PG,26,NYK,79,2906,12.2,.569,.477,.307,1.6,7.8,4.6,27.9,1.2,0.2,22.2,14.9,,3.1,1.0,4.2,.069,,-0.2,-1.4,-1.5,0.3
120,Tim Duncan*\duncati01,C,32,SAS,75,2524,24.4,.549,.002,.436,9.6,27.9,18.9,19.3,0.8,3.7,11.1,28.5,,5.0,5.0,10.1,.191,,3.4,2.0,5.4,4.7
121,Mike Dunleavy\dunlemi02,SG,28,IND,18,495,14.4,.520,.388,.280,3.1,12.1,7.6,14.2,1.2,1.3,12.7,26.3,,0.1,0.4,0.5,.048,,0.5,-1.4,-1.0,0.1
122,Kevin Durant\duranke01,SF,20,OKC,74,2885,20.8,.577,.165,.377,3.0,16.4,9.6,13.5,1.7,1.4,12.2,28.3,,5.2,2.7,7.9,.132,,3.4,-0.1,3.3,3.8
123,Monta Ellis\ellismo01,SG,23,GSW,25,892,14.5,.503,.060,.219,1.7,11.5,6.6,17.5,2.1,0.6,12.4,25.8,,-0.1,0.3,0.2,.012,,-1.8,-1.5,-3.4,-0.3
124,Francisco Elson\elsonfr01,C,32,MIL,59,977,10.3,.537,.024,.231,11.6,16.3,13.8,4.8,1.9,3.1,20.5,10.8,,0.5,1.3,1.8,.089,,-3.3,1.0,-2.2,-0.1
125,Melvin Ely\elyme01,C,30,NOH,31,373,6.0,.438,.000,.379,9.7,11.0,10.4,7.6,0.3,2.0,17.2,17.3,,-0.3,0.3,-0.1,-0.008,,-5.9,-1.4,-7.3,-0.5
126,Maurice Evans\evansma01,SF,30,ATL,80,1840,11.1,.558,.515,.151,5.6,9.9,7.7,4.6,1.5,0.4,7.7,14.2,,2.3,1.5,3.8,.099,,-0.4,-0.4,-0.8,0.6
127,Reggie Evans\evansre01,PF,28,PHI,79,1137,10.4,.514,.006,.983,14.1,24.0,19.0,3.3,1.9,0.6,21.3,13.0,,0.3,1.6,1.9,.079,,-3.5,-0.6,-4.2,-0.6
128,Jordan Farmar\farmajo01,PG,22,LAL,65,1192,9.9,.466,.354,.187,2.1,8.9,5.5,18.6,2.4,0.6,16.3,19.6,,-0.7,1.5,0.8,.034,,-2.8,0.2,-2.6,-0.2
129,Desmon Farmer\farmede01,SG,27,SAS,3,54,0.4,.437,.857,.143,0.0,13.1,6.6,5.4,0.0,0.0,21.2,16.9,,-0.1,0.1,-0.1,-0.071,,-8.1,-1.8,-9.9,-0.1
130,Raymond Felton\feltora01,PG,24,CHA,82,3086,13.7,.483,.191,.251,2.2,10.2,6.2,31.1,2.2,0.8,15.9,21.9,,0.6,3.7,4.3,.066,,-0.6,0.4,-0.1,1.4
131,Rudy Fernández\fernaru01,SG,23,POR,78,1993,15.5,.588,.632,.227,2.9,10.1,6.4,12.7,1.9,0.5,11.0,18.4,,4.3,1.8,6.1,.147,,2.6,0.4,3.0,2.5
132,Kyrylo Fesenko\fesenky01,C,22,UTA,21,156,13.0,.542,.000,.583,10.7,17.6,14.2,3.9,2.3,7.6,16.6,15.6,,0.0,0.3,0.3,.095,,-4.9,1.8,-3.1,-0.1
133,Michael Finley\finlemi01,SF,35,SAS,81,2336,11.4,.547,.463,.090,1.3,12.3,6.9,7.7,0.9,0.5,7.8,16.1,,1.6,2.8,4.4,.091,,-0.4,0.0,-0.4,1.0
134,Derek Fisher\fishede01,PG,34,LAL,82,2441,12.1,.546,.439,.189,1.2,7.4,4.4,14.9,2.0,0.2,8.8,14.7,,3.6,2.7,6.3,.123,,-0.5,0.7,0.2,1.3
135,T.J. Ford\fordtj01,PG,25,IND,74,2258,16.6,.533,.114,.308,2.9,9.8,6.3,27.6,2.0,0.5,14.8,23.5,,2.6,1.7,4.3,.092,,0.5,-0.3,0.3,1.3
136,Jeff Foster\fosteje01,C,32,IND,74,1828,13.0,.542,.020,.414,12.8,17.8,15.3,9.9,1.4,2.0,17.4,12.0,,2.3,1.9,4.2,.111,,-1.2,0.6,-0.6,0.7
137,Randy Foye\foyera01,SG,25,MIN,70,2494,13.7,.517,.314,.277,1.5,8.8,5.0,20.5,1.5,0.8,12.0,22.6,,2.0,1.1,3.1,.059,,0.1,-0.9,-0.8,0.8
138,Adonal Foyle\foylead01,C,33,TOT,10,62,19.7,.623,.000,.545,16.8,30.1,23.6,2.6,0.0,9.3,18.0,12.4,,0.1,0.2,0.3,.212,,0.8,3.2,4.0,0.1
138,Adonal Foyle\foylead01,C,33,ORL,9,59,21.0,.623,.000,.545,17.7,31.7,24.8,2.7,0.0,9.7,18.0,13.0,,0.1,0.2,0.3,.223,,1.6,3.5,5.1,0.1
138,Adonal Foyle\foylead01,C,33,MEM,1,3,-6.3,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.003,,-15.0,-2.5,-17.6,0.0
139,Channing Frye\fryech01,PF,25,POR,63,746,10.0,.465,.124,.135,6.7,16.7,11.6,5.3,1.3,1.7,9.3,19.7,,0.0,0.8,0.8,.054,,-3.9,-0.3,-4.2,-0.4
140,Dan Gadzuric\gadzuda01,C,30,MIL,67,941,12.2,.495,.008,.279,11.4,21.0,16.0,6.5,1.8,3.8,13.0,15.0,,0.4,1.4,1.8,.094,,-3.2,0.7,-2.5,-0.1
141,Danilo Gallinari\gallida01,SG,20,NYK,28,412,13.4,.621,.576,.216,3.3,11.5,7.3,5.5,1.7,0.7,9.9,16.0,,0.7,0.3,1.0,.119,,0.5,0.1,0.6,0.3
142,Francisco García\garcifr01,SF,27,SAC,65,1975,14.1,.554,.332,.268,3.3,9.6,6.4,12.6,2.1,2.5,13.1,19.4,,1.7,0.7,2.4,.058,,0.1,-0.5,-0.3,0.8
143,Thomas Gardner\gardnth01,SG,23,ATL,16,98,1.5,.318,.639,.111,0.0,8.4,4.2,3.1,2.2,0.8,7.4,19.5,,-0.3,0.1,-0.2,-0.120,,-7.3,-1.2,-8.5,-0.2
144,Kevin Garnett*\garneke01,PF,32,BOS,57,1772,21.2,.563,.011,.178,5.6,26.7,16.6,14.7,1.9,3.1,10.1,23.4,,3.0,4.1,7.1,.193,,2.8,3.0,5.7,3.5
145,Marc Gasol\gasolma01,C,24,MEM,82,2521,16.7,.590,.002,.567,9.6,20.0,14.7,9.7,1.3,2.9,16.6,18.3,,3.7,2.7,6.4,.121,,-0.3,0.2,-0.1,1.2
146,Pau Gasol\gasolpa01,C,28,LAL,81,2999,22.2,.617,.002,.420,10.0,19.3,14.7,14.8,0.9,2.1,11.3,20.4,,9.8,4.2,13.9,.223,,4.0,0.5,4.5,5.0
147,Rudy Gay\gayru01,SF,22,MEM,79,2945,15.3,.528,.192,.273,4.5,13.9,9.1,8.7,1.8,1.6,12.6,25.6,,0.7,2.6,3.3,.054,,0.0,-1.1,-1.1,0.7
148,Devean George\georgde01,SF,31,DAL,43,708,7.0,.485,.535,.155,4.1,8.5,6.3,3.0,1.7,1.1,10.1,10.9,,0.1,0.6,0.6,.042,,-3.1,0.3,-2.8,-0.1
149,Daniel Gibson\gibsoda01,PG,22,CLE,75,1795,10.1,.519,.537,.163,2.1,7.9,5.1,11.3,1.3,0.7,9.7,16.5,,1.5,2.3,3.8,.101,,-1.4,0.3,-1.0,0.4
150,J.R. Giddens\giddejr01,SF,23,BOS,6,8,26.0,.667,.000,.000,31.9,14.5,22.8,0.0,6.6,0.0,25.0,23.3,,0.0,0.0,0.0,.201,,2.9,4.2,7.2,0.0
151,Eddie Gill\gilled01,PG,30,MIL,6,43,15.5,.778,.333,.000,0.0,11.5,5.5,41.2,3.6,1.9,35.7,14.6,,0.1,0.1,0.1,.155,,-1.7,3.0,1.3,0.0
152,Manu Ginóbili*\ginobma01,SG,31,SAS,44,1181,22.9,.594,.426,.387,2.5,17.3,10.0,23.1,2.9,1.0,13.3,27.2,,2.7,2.3,5.0,.203,,3.7,2.4,6.1,2.4
153,Ryan Gomes\gomesry01,SF,26,MIN,82,2614,12.5,.518,.293,.186,4.6,13.3,8.8,8.7,1.3,0.6,10.8,20.4,,1.3,1.3,2.5,.046,,-0.5,-1.2,-1.7,0.2
154,Drew Gooden\goodedr01,PF,27,TOT,51,1264,16.3,.526,.008,.308,10.4,22.6,16.6,6.3,1.2,1.0,11.7,23.5,,1.1,1.6,2.7,.102,,-1.0,-0.8,-1.8,0.1
154,Drew Gooden\goodedr01,PF,27,CHI,31,918,15.3,.514,.009,.276,10.3,22.8,16.6,7.7,1.5,1.1,12.6,21.9,,0.6,1.1,1.7,.090,,-1.3,-0.5,-1.8,0.0
154,Drew Gooden\goodedr01,PF,27,SAC,1,26,18.7,.607,.000,.222,13.4,45.2,29.2,13.8,0.0,0.0,23.3,22.2,,0.0,0.0,0.0,.082,,1.0,-1.4,-0.4,0.0
154,Drew Gooden\goodedr01,PF,27,SAS,19,320,18.8,.550,.007,.393,10.6,20.2,15.5,1.7,0.7,0.9,8.6,28.2,,0.5,0.5,0.9,.139,,-0.4,-1.5,-1.9,0.0
155,Ben Gordon\gordobe01,SG,25,CHI,82,2999,17.0,.573,.321,.290,2.0,8.8,5.4,15.9,1.2,0.5,11.9,25.0,,5.2,1.7,6.9,.110,,2.4,-1.3,1.1,2.3
156,Eric Gordon\gordoer01,SG,20,LAC,78,2677,14.9,.593,.374,.388,1.9,6.9,4.3,13.6,1.5,1.0,13.5,20.7,,3.9,0.7,4.6,.082,,0.6,-1.0,-0.4,1.0
157,Marcin Gortat\gortama01,PF,24,ORL,63,794,17.0,.578,.005,.241,14.0,26.3,20.3,2.9,1.2,4.8,10.8,13.5,,1.4,1.9,3.3,.202,,-1.1,2.2,1.1,0.6
158,Joey Graham\grahajo01,SF,26,TOR,78,1541,11.9,.542,.033,.333,7.3,14.9,11.1,5.0,1.2,0.6,11.9,18.7,,1.1,1.1,2.2,.068,,-2.6,-0.9,-3.5,-0.6
159,Stephen Graham\grahast01,SG,26,IND,52,684,8.5,.498,.258,.242,3.4,12.2,7.7,7.3,0.7,0.4,13.7,20.9,,-0.4,0.4,0.0,.001,,-4.0,-2.0,-6.0,-0.7
160,Danny Granger\grangda01,SF,25,IND,67,2424,21.8,.584,.352,.360,2.2,13.4,7.7,13.1,1.4,3.0,10.0,29.6,,5.6,2.4,8.0,.158,,4.9,-0.1,4.8,4.2
161,Aaron Gray\grayaa01,C,24,CHI,56,715,11.5,.508,.006,.353,13.5,21.7,17.6,9.6,1.0,1.8,17.2,14.5,,0.5,0.8,1.3,.086,,-3.2,-0.1,-3.4,-0.2
162,Gerald Green\greenge01,SG,23,DAL,38,376,11.4,.513,.256,.178,4.3,12.1,8.2,6.9,1.4,1.0,14.5,27.7,,-0.3,0.3,0.0,-0.002,,-3.2,-1.6,-4.7,-0.3
163,Jeff Green\greenje02,PF,22,OKC,78,2873,13.9,.536,.231,.287,4.7,16.3,10.4,9.1,1.4,0.8,12.6,21.2,,1.8,2.4,4.2,.070,,-0.6,-0.6,-1.2,0.6
164,Willie Green\greenwi01,SG,27,PHI,81,1828,11.1,.493,.245,.129,1.9,6.4,4.1,14.4,1.5,0.6,8.4,18.9,,1.1,1.2,2.3,.060,,-1.7,-0.4,-2.1,0.0
165,Donté Greene\greendo01,SF,20,SAC,55,725,5.2,.416,.424,.144,3.0,10.9,6.9,6.4,1.1,1.4,12.8,17.8,,-1.2,0.1,-1.1,-0.074,,-4.5,-2.3,-6.8,-0.9
166,Hamed Haddadi\haddaha01,C,23,MEM,19,120,19.7,.543,.000,.968,16.1,32.2,24.0,11.1,0.4,8.1,16.9,20.7,,0.2,0.2,0.4,.142,,-1.0,1.3,0.3,0.1
167,Malik Hairston\hairsma01,SG,21,SAS,15,155,12.0,.480,.020,.143,8.6,12.9,10.8,13.8,2.1,3.3,18.7,20.0,,-0.1,0.3,0.1,.045,,-3.7,1.8,-2.0,0.0
168,Richard Hamilton\hamilri01,SG,30,DET,67,2279,16.9,.529,.182,.252,2.3,8.6,5.4,23.9,1.0,0.1,10.3,27.0,,3.1,1.4,4.5,.095,,1.5,-1.3,0.1,1.2
169,Matt Harpring\harprma01,SG,32,UTA,63,693,12.3,.508,.008,.299,8.1,13.1,10.6,6.4,2.2,1.0,9.6,19.5,,0.4,0.8,1.2,.086,,-2.8,0.0,-2.8,-0.2
170,Al Harrington\harrial01,PF,28,TOT,73,2546,15.9,.547,.388,.243,4.1,15.8,9.8,6.8,1.7,0.6,10.7,25.7,,1.9,2.0,3.9,.073,,0.7,-0.9,-0.2,1.2
170,Al Harrington\harrial01,PF,28,GSW,5,166,8.8,.417,.400,.143,6.6,11.8,9.2,8.9,2.1,0.0,8.6,20.9,,-0.2,0.1,-0.1,-0.030,,-1.5,-0.9,-2.3,0.0
170,Al Harrington\harrial01,PF,28,NYK,68,2380,16.4,.555,.387,.250,4.0,16.1,9.8,6.6,1.7,0.7,10.8,26.0,,2.1,1.9,4.0,.080,,0.9,-0.9,0.0,1.2
171,Devin Harris\harride01,PG,25,NJN,69,2494,21.6,.563,.212,.582,1.4,9.7,5.5,34.4,2.4,0.4,14.0,28.4,,5.9,1.7,7.5,.145,,3.3,-0.5,2.8,3.0
172,Jason Hart\hartja01,PG,30,TOT,39,348,6.5,.375,.064,.245,4.2,11.2,7.6,20.9,1.8,0.9,17.4,16.5,,-0.5,0.2,-0.3,-0.048,,-5.7,0.0,-5.7,-0.3
172,Jason Hart\hartja01,PG,30,LAC,28,312,6.1,.352,.048,.226,4.3,11.4,7.8,20.8,2.0,0.9,17.1,16.3,,-0.6,0.2,-0.4,-0.058,,-5.9,0.1,-5.8,-0.3
172,Jason Hart\hartja01,PG,30,DEN,11,36,9.8,.553,.200,.400,3.3,9.4,6.5,21.8,0.0,0.0,20.3,18.3,,0.0,0.0,0.0,.043,,-3.4,-1.5,-4.9,0.0
173,Udonis Haslem\hasleud01,PF,28,MIA,75,2560,13.1,.553,.000,.264,7.8,21.2,14.4,5.3,0.9,0.8,10.3,14.7,,3.0,2.6,5.7,.106,,-1.4,-0.9,-2.3,-0.2
174,Trenton Hassell\hassetr01,SF,29,NJN,53,1094,7.2,.480,.042,.131,5.4,10.6,7.9,7.1,1.0,1.2,12.9,9.9,,0.2,0.4,0.7,.029,,-3.0,-0.6,-3.6,-0.4
175,Spencer Hawes\hawessp01,C,20,SAC,77,2259,13.0,.509,.144,.170,7.6,20.9,14.2,11.3,1.0,3.1,15.7,20.2,,-0.4,1.2,0.8,.016,,-1.9,-1.1,-3.0,-0.6
176,Chuck Hayes\hayesch01,C,25,HOU,71,858,7.8,.375,.035,.168,10.5,23.0,17.0,7.0,2.1,1.6,17.1,7.9,,-0.1,1.7,1.6,.092,,-4.1,2.6,-1.5,0.1
177,Jarvis Hayes\hayesja01,SF,27,NJN,74,1832,10.8,.537,.423,.090,1.7,15.8,8.7,4.9,1.5,0.3,7.6,16.6,,1.0,1.2,2.1,.055,,-1.4,-0.8,-2.2,-0.1
178,Brendan Haywood\haywobr01,C,29,WAS,6,175,14.9,.490,.000,.420,8.5,21.4,14.8,7.3,1.2,7.0,13.2,17.7,,0.0,0.2,0.2,.041,,-2.1,0.1,-2.0,0.0
179,Luther Head\headlu01,PG-SG,26,TOT,32,498,9.9,.482,.375,.167,1.4,10.7,6.2,18.1,1.8,0.3,13.9,16.8,,0.0,0.6,0.6,.058,,-2.4,0.4,-2.0,0.0
179,Luther Head\headlu01,PG,26,HOU,22,322,9.8,.491,.376,.158,1.1,8.4,4.9,17.4,1.0,0.2,12.9,17.9,,0.0,0.3,0.4,.058,,-1.7,-0.6,-2.3,0.0
179,Luther Head\headlu01,SG,26,MIA,10,176,10.2,.462,.372,.186,2.0,15.1,8.5,19.5,3.3,0.5,16.2,14.8,,0.0,0.3,0.2,.059,,-3.7,2.2,-1.5,0.0
180,Walter Herrmann\herrmwa01,SF,29,DET,59,630,11.4,.514,.580,.121,5.2,15.1,10.1,5.6,0.6,0.5,7.2,17.8,,0.5,0.5,1.0,.074,,0.0,-1.4,-1.4,0.1
181,Roy Hibbert\hibbero01,C,22,IND,70,1009,16.1,.510,.000,.350,12.4,14.1,13.3,7.9,1.0,5.6,10.2,23.3,,1.0,1.2,2.1,.102,,-3.1,0.1,-3.0,-0.3
182,J.J. Hickson\hicksjj01,C,20,CLE,62,705,12.5,.548,.000,.345,9.1,18.4,13.9,2.1,1.1,3.4,16.8,18.0,,0.2,1.3,1.5,.101,,-3.4,0.2,-3.2,-0.2
183,Nenê\hilarne01,C,26,DEN,77,2510,18.8,.645,.007,.519,8.7,18.7,13.8,7.1,1.9,3.1,14.4,18.1,,5.6,3.7,9.3,.177,,0.9,1.1,2.0,2.6
184,George Hill\hillge01,PG,22,SAS,77,1270,11.6,.502,.196,.392,2.9,11.9,7.4,16.6,1.9,1.2,14.5,19.5,,0.2,2.0,2.1,.080,,-3.3,1.6,-1.8,0.1
185,Grant Hill*\hillgr01,SF,36,PHO,82,2445,15.2,.584,.102,.301,3.2,15.7,9.7,11.0,1.8,1.6,13.0,17.5,,3.5,1.9,5.3,.104,,0.4,0.4,0.8,1.7
186,Steven Hill\hillst01,PF,23,OKC,1,2,88.3,1.000,.000,.000,100.0,58.6,86.4,0.0,0.0,0.0,0.0,22.1,,0.0,0.0,0.0,.873,,30.1,-0.9,29.2,0.0
187,Kirk Hinrich\hinriki01,SG,28,CHI,51,1339,13.9,.551,.403,.205,1.4,9.1,5.3,22.7,2.5,1.0,16.0,18.1,,1.3,1.3,2.6,.092,,0.0,0.9,0.9,1.0
188,Ryan Hollins\holliry01,C,24,TOT,45,444,12.9,.569,.000,.766,12.4,13.4,12.9,2.5,0.8,5.7,16.0,15.7,,0.5,0.6,1.0,.110,,-3.4,0.7,-2.7,-0.1
188,Ryan Hollins\holliry01,C,24,CHA,18,184,15.3,.613,.000,1.114,12.9,11.4,12.1,3.5,0.9,7.6,16.1,15.9,,0.3,0.3,0.6,.158,,-2.7,1.7,-1.0,0.0
188,Ryan Hollins\holliry01,C,24,DAL,27,260,11.3,.537,.000,.559,12.0,14.9,13.5,1.7,0.8,4.3,16.0,15.5,,0.1,0.3,0.4,.076,,-3.8,-0.1,-3.9,-0.1
189,Al Horford\horfoal01,C,22,ATL,67,2242,17.0,.565,.002,.345,7.6,25.0,16.3,11.9,1.3,3.3,13.1,16.4,,3.3,3.5,6.8,.145,,0.2,1.5,1.7,2.1
190,Eddie House\houseed01,PG,30,BOS,81,1479,15.4,.592,.607,.095,0.9,11.5,6.5,10.3,2.2,0.4,8.6,20.1,,2.5,2.4,4.9,.158,,2.3,1.2,3.5,2.0
